problem_name,cost,time
sawt50_0,390.0270,5.4220
sawt50_1,375.7150,5.3560
sawt50_2,357.5680,5.3640
sawt50_3,392.7720,5.3600
sawt50_4,349.1630,5.3680
sawt50_5,346.2340,5.3590
sawt50_6,370.9220,5.3540
sawt50_7,336.3540,5.3700
sawt50_8,373.8380,5.3750
sawt50_9,399.4210,5.3690
sawt50_10,361.6700,5.3740
sawt50_11,349.2880,5.3590
sawt50_12,370.2010,5.3620
sawt50_13,382.9470,5.3650
sawt50_14,352.0150,5.3590
sawt50_15,407.5920,5.3690
sawt50_16,347.6440,5.3600
sawt50_17,402.9710,5.3690
sawt50_18,397.4830,5.3730
sawt50_19,412.8590,5.3600
sawt50_20,393.2110,5.3610
sawt50_21,428.1100,5.3580
sawt50_22,382.5860,5.3530
sawt50_23,398.4530,5.3610
sawt50_24,357.0370,5.3630
sawt50_25,333.9410,5.3590
sawt50_26,398.8430,5.3620
sawt50_27,394.9110,5.3540
sawt50_28,333.8480,5.3560
sawt50_29,376.1040,5.3720
sawt50_30,375.1480,5.3730
sawt50_31,335.4560,5.3640
sawt50_32,377.6860,5.3570
sawt50_33,339.4530,5.3710
sawt50_34,391.9090,5.3610
sawt50_35,386.7540,5.3590
sawt50_36,373.2120,5.3550
sawt50_37,391.4800,5.3660
sawt50_38,395.0170,5.3640
sawt50_39,358.4010,5.3660
sawt50_40,379.4470,5.3680
sawt50_41,367.8340,5.3760
sawt50_42,367.5050,5.3620
sawt50_43,390.6060,5.3630
sawt50_44,374.7240,5.3740
sawt50_45,343.5010,5.3660
sawt50_46,373.5210,5.3620
sawt50_47,367.3860,5.3570
sawt50_48,350.5260,5.3670
sawt50_49,360.3960,5.3680
sawt50_50,380.0080,5.3630
sawt50_51,365.2380,5.3550
sawt50_52,360.9370,5.3560
sawt50_53,338.1620,5.3510
sawt50_54,342.7180,5.3700
sawt50_55,377.1000,5.3780
sawt50_56,347.2440,5.3730
sawt50_57,382.1460,5.3650
sawt50_58,373.4310,5.3600
sawt50_59,356.2040,5.3620
sawt50_60,357.3160,5.3780
sawt50_61,389.2130,5.3630
sawt50_62,355.9030,5.3640
sawt50_63,348.3040,5.3590
sawt50_64,352.8880,5.3610
sawt50_65,423.9140,5.3770
sawt50_66,391.0300,5.3550
sawt50_67,373.9240,5.3580
sawt50_68,402.8220,5.3640
sawt50_69,388.3600,5.3590
sawt50_70,368.7670,5.3580
sawt50_71,402.6090,5.3590
sawt50_72,365.7560,5.3600
sawt50_73,363.1990,5.3630
sawt50_74,357.9390,5.3670
sawt50_75,403.3740,5.3610
sawt50_76,366.0470,5.3640
sawt50_77,417.0770,5.3710
sawt50_78,398.5800,5.3620
sawt50_79,370.4920,5.3650
sawt50_80,361.0820,5.3630
sawt50_81,352.7400,5.3580
sawt50_82,409.4490,5.3610
sawt50_83,334.8470,5.3650
sawt50_84,368.1440,5.3670
sawt50_85,364.8520,5.3600
sawt50_86,359.4720,5.3590
sawt50_87,398.4030,5.3620
sawt50_88,343.0180,5.3610
sawt50_89,372.0320,5.3600
sawt50_90,354.1330,5.3560
sawt50_91,374.6660,5.3920
sawt50_92,377.9210,5.3570
sawt50_93,401.7330,5.3610
sawt50_94,401.0100,5.3590
sawt50_95,385.6060,5.3590
sawt50_96,363.2330,5.3640
sawt50_97,380.9940,5.3530
sawt50_98,372.9250,5.3730
sawt50_99,349.6400,5.3610
sawt50_100,331.6620,5.3480
sawt50_101,407.6830,5.3560
sawt50_102,379.2360,5.3630
sawt50_103,412.5480,5.3650
sawt50_104,363.2320,5.3590
sawt50_105,380.2310,5.3550
sawt50_106,371.0030,5.3660
sawt50_107,409.9670,5.3610
sawt50_108,368.5570,5.3630
sawt50_109,405.6540,5.3770
sawt50_110,363.0000,5.3630
sawt50_111,358.6650,5.3670
sawt50_112,386.3160,5.3610
sawt50_113,388.4450,5.3650
sawt50_114,386.1970,5.3650
sawt50_115,378.4010,5.3520
sawt50_116,378.6000,5.3570
sawt50_117,380.1020,5.3550
sawt50_118,371.7950,5.3600
sawt50_119,374.3630,5.3670
sawt50_120,354.3330,5.3650
sawt50_121,357.6710,5.3660
sawt50_122,347.6090,5.3570
sawt50_123,341.6310,5.3630
sawt50_124,357.1880,5.3800
sawt50_125,352.7710,5.3620
sawt50_126,380.9840,5.3590
sawt50_127,359.3710,5.3750
sawt50_128,361.4500,5.3660
sawt50_129,390.0790,5.3670
sawt50_130,398.1800,5.3720
sawt50_131,397.3020,5.3500
sawt50_132,344.3800,5.3670
sawt50_133,397.6330,5.3580
sawt50_134,374.9540,5.3610
sawt50_135,415.6570,5.3620
sawt50_136,376.0210,5.3710
sawt50_137,371.9330,5.3750
sawt50_138,398.9050,5.3680
sawt50_139,363.6140,5.3580
sawt50_140,397.3860,5.3930
sawt50_141,316.7880,5.3610
sawt50_142,365.1570,5.3610
sawt50_143,401.6370,5.3550
sawt50_144,368.4830,5.3680
sawt50_145,409.2060,5.3520
sawt50_146,344.3100,5.3600
sawt50_147,368.2960,5.3470
sawt50_148,322.6070,5.3620
sawt50_149,342.0890,5.3580
sawt50_150,387.8410,5.3610
sawt50_151,354.0910,5.3640
sawt50_152,416.7920,5.3730
sawt50_153,366.6700,5.3720
sawt50_154,386.3720,5.3610
sawt50_155,374.0390,5.3730
sawt50_156,412.2180,5.3600
sawt50_157,356.0640,5.3600
sawt50_158,410.3230,5.3720
sawt50_159,378.0080,5.3790
sawt50_160,397.5440,5.3610
sawt50_161,375.8890,5.3580
sawt50_162,368.7720,5.3560
sawt50_163,401.2450,5.3620
sawt50_164,350.1660,5.3610
sawt50_165,358.6330,5.3550
sawt50_166,361.4730,5.3630
sawt50_167,362.4660,5.3590
sawt50_168,381.8540,5.3650
sawt50_169,384.2280,5.3630
sawt50_170,380.2870,5.3590
sawt50_171,359.6050,5.3590
sawt50_172,406.9000,5.3640
sawt50_173,378.5840,5.3610
sawt50_174,369.4640,5.3650
sawt50_175,361.9910,5.3530
sawt50_176,333.5110,5.3730
sawt50_177,368.4920,5.3580
sawt50_178,371.0790,5.3570
sawt50_179,379.6250,5.3560
sawt50_180,398.5490,5.3700
sawt50_181,372.8590,5.3640
sawt50_182,416.8850,5.3590
sawt50_183,364.9000,5.3610
sawt50_184,368.6680,5.3580
sawt50_185,344.7080,5.3630
sawt50_186,375.3020,5.3660
sawt50_187,380.0840,5.3790
sawt50_188,365.8620,5.3590
sawt50_189,370.6040,5.3550
