problem_name,cost,time
sawt50_0,390.6420,1.1310
sawt50_1,376.9110,1.0750
sawt50_2,357.1570,1.0710
sawt50_3,393.1250,1.0710
sawt50_4,349.9070,1.0720
sawt50_5,347.6650,1.0700
sawt50_6,371.5530,1.0720
sawt50_7,337.3590,1.0710
sawt50_8,374.1330,1.0720
sawt50_9,400.2000,1.0720
sawt50_10,361.8670,1.0720
sawt50_11,349.1930,1.0710
sawt50_12,370.9310,1.0710
sawt50_13,383.4710,1.0760
sawt50_14,353.6140,1.0720
sawt50_15,408.4130,1.0720
sawt50_16,347.3210,1.0720
sawt50_17,403.1140,1.0710
sawt50_18,399.3220,1.0710
sawt50_19,412.8980,1.0730
sawt50_20,393.8490,1.0700
sawt50_21,430.5320,1.0720
sawt50_22,382.3660,1.0700
sawt50_23,398.6360,1.0720
sawt50_24,357.2400,1.0730
sawt50_25,334.5370,1.0700
sawt50_26,400.0470,1.0720
sawt50_27,394.9730,1.0700
sawt50_28,334.2400,1.0720
sawt50_29,377.3800,1.0710
sawt50_30,375.9170,1.0730
sawt50_31,335.7980,1.0770
sawt50_32,379.7660,1.0740
sawt50_33,340.3160,1.0720
sawt50_34,392.1100,1.0710
sawt50_35,388.1580,1.0700
sawt50_36,373.2150,1.0700
sawt50_37,392.6470,1.0710
sawt50_38,395.2420,1.0720
sawt50_39,358.4820,1.0750
sawt50_40,379.4360,1.0740
sawt50_41,369.0340,1.0740
sawt50_42,367.5330,1.0720
sawt50_43,390.9980,1.0730
sawt50_44,376.6180,1.0730
sawt50_45,343.7250,1.0720
sawt50_46,373.7740,1.0710
sawt50_47,367.8490,1.0750
sawt50_48,352.4830,1.0690
sawt50_49,360.4000,1.0730
sawt50_50,380.3310,1.0730
sawt50_51,365.2380,1.0730
sawt50_52,361.1580,1.0740
sawt50_53,338.8800,1.0710
sawt50_54,342.4280,1.0750
sawt50_55,377.2990,1.0720
sawt50_56,347.9370,1.0720
sawt50_57,382.0160,1.0730
sawt50_58,373.4030,1.0780
sawt50_59,356.4590,1.0730
sawt50_60,357.7890,1.0720
sawt50_61,389.6350,1.0770
sawt50_62,356.2060,1.0730
sawt50_63,348.9630,1.0700
sawt50_64,353.6110,1.0700
sawt50_65,424.7280,1.0750
sawt50_66,391.0300,1.0760
sawt50_67,374.6120,1.0730
sawt50_68,404.6710,1.0710
sawt50_69,389.6240,1.0730
sawt50_70,369.3770,1.0710
sawt50_71,403.2670,1.0720
sawt50_72,366.1780,1.0710
sawt50_73,363.1970,1.0740
sawt50_74,357.3950,1.0720
sawt50_75,404.6790,1.0720
sawt50_76,366.6800,1.0780
sawt50_77,417.0870,1.0710
sawt50_78,399.1560,1.0710
sawt50_79,371.0510,1.0700
sawt50_80,361.9460,1.0770
sawt50_81,353.3680,1.0720
sawt50_82,409.8690,1.0710
sawt50_83,334.8360,1.0720
sawt50_84,368.8160,1.0730
sawt50_85,365.8600,1.0720
sawt50_86,358.4350,1.0690
sawt50_87,398.3020,1.0750
sawt50_88,343.0290,1.0720
sawt50_89,372.1690,1.0700
sawt50_90,354.1610,1.0690
sawt50_91,375.1220,1.0710
sawt50_92,378.3980,1.0730
sawt50_93,401.7330,1.0700
sawt50_94,401.4610,1.0730
sawt50_95,386.2030,1.0710
sawt50_96,364.0400,1.0730
sawt50_97,379.8380,1.0720
sawt50_98,373.9270,1.0750
sawt50_99,349.7500,1.0770
sawt50_100,333.2440,1.0710
sawt50_101,409.5930,1.0690
sawt50_102,380.5260,1.0720
sawt50_103,412.9110,1.0730
sawt50_104,363.8780,1.0710
sawt50_105,380.8710,1.0710
sawt50_106,370.9370,1.0730
sawt50_107,410.1160,1.0710
sawt50_108,368.5570,1.0720
sawt50_109,406.5800,1.0730
sawt50_110,363.2410,1.0730
sawt50_111,359.7800,1.0740
sawt50_112,387.6350,1.0730
sawt50_113,387.7570,1.0750
sawt50_114,386.1970,1.0710
sawt50_115,378.4010,1.0710
sawt50_116,379.6650,1.0700
sawt50_117,382.0040,1.0730
sawt50_118,371.7880,1.0700
sawt50_119,374.5250,1.0760
sawt50_120,356.6400,1.0710
sawt50_121,357.9530,1.0740
sawt50_122,348.3170,1.0730
sawt50_123,342.4190,1.0730
sawt50_124,357.1880,1.0730
sawt50_125,353.0550,1.0720
sawt50_126,381.4850,1.0720
sawt50_127,360.0810,1.0720
sawt50_128,361.5350,1.0720
sawt50_129,390.2930,1.0700
sawt50_130,398.3850,1.0780
sawt50_131,397.7800,1.0700
sawt50_132,345.1620,1.0760
sawt50_133,398.1400,1.0730
sawt50_134,375.6810,1.0710
sawt50_135,416.1520,1.0710
sawt50_136,376.5880,1.0710
sawt50_137,372.9660,1.0710
sawt50_138,399.5180,1.0720
sawt50_139,365.1500,1.0740
