problem_name,cost,time
sawt100_0,1613.5260,9.1820
sawt100_1,1478.8920,9.1300
sawt100_2,1446.7100,9.1420
sawt100_3,1602.5770,9.1200
sawt100_4,1662.7920,9.1280
sawt100_5,1513.6910,9.1380
sawt100_6,1580.8630,9.1270
sawt100_7,1606.4270,9.1250
sawt100_8,1554.4070,9.1200
sawt100_9,1520.2410,9.1270
sawt100_10,1616.6800,9.1370
sawt100_11,1579.3680,9.1440
sawt100_12,1584.3000,9.1190
sawt100_13,1568.0070,9.1260
sawt100_14,1602.8640,9.1170
sawt100_15,1578.6480,9.1280
sawt100_16,1591.1520,9.1180
sawt100_17,1603.1950,9.1140
sawt100_18,1600.5340,9.1280
sawt100_19,1540.5400,9.1470
sawt100_20,1641.7720,9.1380
sawt100_21,1634.7930,9.1270
sawt100_22,1612.0190,9.1250
sawt100_23,1509.6350,9.1260
sawt100_24,1689.1960,9.1270
sawt100_25,1579.0850,9.1230
sawt100_26,1646.4510,9.1380
sawt100_27,1680.1680,9.1260
sawt100_28,1606.6340,9.1530
sawt100_29,1715.9840,9.1210
sawt100_30,1567.1560,9.1290
sawt100_31,1558.3580,9.1650
sawt100_32,1607.4030,9.1210
sawt100_33,1591.5540,9.1220
sawt100_34,1673.1680,9.1250
sawt100_35,1497.7530,9.1290
sawt100_36,1564.3320,9.1490
sawt100_37,1587.1520,9.1320
sawt100_38,1615.3430,9.1150
sawt100_39,1558.9690,9.1660
sawt100_40,1535.5070,9.1300
sawt100_41,1617.1170,9.1140
sawt100_42,1525.9700,9.1310
sawt100_43,1617.0450,9.1410
sawt100_44,1577.2430,9.1330
sawt100_45,1544.0850,9.1150
sawt100_46,1666.8940,9.1280
sawt100_47,1554.1990,9.1290
sawt100_48,1577.6980,9.1300
sawt100_49,1606.8190,9.1250
sawt100_50,1673.9120,9.1290
sawt100_51,1627.4670,9.1320
sawt100_52,1666.6850,9.1490
sawt100_53,1555.9680,9.1230
sawt100_54,1600.3160,9.1210
sawt100_55,1548.4160,9.1530
sawt100_56,1619.5160,9.1250
sawt100_57,1570.5790,9.1270
sawt100_58,1615.3520,9.1410
sawt100_59,1603.1690,9.1410
sawt100_60,1522.9710,9.1170
sawt100_61,1578.6520,9.1240
sawt100_62,1575.4810,9.1160
sawt100_63,1568.3350,9.1270
sawt100_64,1567.8670,9.1280
sawt100_65,1688.7370,9.1120
sawt100_66,1567.9030,9.1260
sawt100_67,1715.1240,9.1210
sawt100_68,1705.6480,9.1170
sawt100_69,1634.4750,9.1270
sawt100_70,1577.1160,9.1300
sawt100_71,1637.7600,9.1220
sawt100_72,1612.7060,9.1250
sawt100_73,1589.9400,9.1270
sawt100_74,1551.7100,9.1400
sawt100_75,1517.9810,9.1380
sawt100_76,1490.6900,9.1200
sawt100_77,1626.0560,9.1210
sawt100_78,1634.7160,9.1300
sawt100_79,1618.6320,9.1150
sawt100_80,1499.6510,9.1320
sawt100_81,1622.2710,9.1190
sawt100_82,1565.1470,9.1380
sawt100_83,1667.8390,9.1280
sawt100_84,1648.5080,9.1650
sawt100_85,1590.2020,9.1390
sawt100_86,1548.5630,9.1370
sawt100_87,1628.2190,9.1320
sawt100_88,1597.6090,9.1180
sawt100_89,1637.0710,9.1580
sawt100_90,1695.9530,9.1420
sawt100_91,1518.6200,9.1320
sawt100_92,1575.9520,9.1230
sawt100_93,1725.5970,9.1150
sawt100_94,1606.2360,9.1150
sawt100_95,1616.3560,9.1160
sawt100_96,1574.6800,9.1330
sawt100_97,1533.3510,9.1160
sawt100_98,1569.5280,9.1430
sawt100_99,1641.8770,9.1290
sawt100_100,1631.7150,9.1250
sawt100_101,1432.8600,9.1150
sawt100_102,1585.5550,9.1130
sawt100_103,1692.8870,9.1260
sawt100_104,1503.6040,9.1220
sawt100_105,1656.2800,9.1440
sawt100_106,1721.7090,9.1210
sawt100_107,1589.1760,9.1170
sawt100_108,1672.8600,9.1250
sawt100_109,1606.7400,9.1280
sawt100_110,1584.7410,9.1220
sawt100_111,1494.2700,9.1320
sawt100_112,1642.1960,9.1070
sawt100_113,1713.4600,9.1170
sawt100_114,1534.1460,9.1270
sawt100_115,1569.2290,9.1140
sawt100_116,1551.0680,9.1400
sawt100_117,1636.2470,9.1260
sawt100_118,1725.2380,9.1270
sawt100_119,1473.2620,9.1100
sawt100_120,1619.1530,9.1360
sawt100_121,1641.2220,9.1260
sawt100_122,1516.1540,9.1300
sawt100_123,1612.2210,9.1070
sawt100_124,1555.7230,9.1230
sawt100_125,1658.7480,9.1190
sawt100_126,1513.0930,9.1260
sawt100_127,1611.7610,9.1430
sawt100_128,1550.6760,9.1210
sawt100_129,1717.2460,9.1190
sawt100_130,1607.9410,9.1200
